recipient,amount
N2ARmakUWwDStHXxiBxj7V3eMA76vZ5eUWDcsb4CXdx,20128109844855
CbyfiyQAy9pyWKrAv3KViqHgcDPQ9ECmYx3eaQoV5hBw,184862684386936
HwdfNWCqP2vXRvaHqQhoVUM2uPndaY8DDJzzBxCoPNHU,20234827230535
G35uLP74uj4eCSfMs17ePKtK1ThuH8JKebAP1T2y6CYw,20153712784418
6xUK9Nbonr4eoJNtHGoUEMmYKoPz5mipKzyDBv6deX4d,216095106084128
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,511508782909573
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,1206161619767432
GaDoLNbHGYVBJKetk8eKJnnWq5y1y5Li1eRGP97FGsfS,21367158770586
3tm92VTxwyZ5MDhGoYR4tVTkwWYkzfam6hwBjauUACCk,99640283167381
7MTjmteQHhthwwTZhUzsc2dP4NBvGNRqj8jzdqNxHFGE,43829122004318
BPKAfGkkzF5u1QRjjB1nWYYbPMUCMPJe1xZPmwEMNMCT,84055758015578
9At1zZEmGvuHHjDCh2mzfu7EKfn58xgJ4QKKoN9H43dq,2222639506
5tFvFBWUPt94HQuZyMSuHnpcHrjMPLrTg8WBbv9G5VqU,7656967690645
Frog1Fks1AVN8ywFH3HTFeYojq6LQqoEPzgQFx2Kz5Ch,668230157226188
Spiky3mMSLHGhffuEhYR7ptMNZ8NddddwrTjki4VhWk,70913453866729
Ey3DkEVbfBxfWmkTsG7Hqj7jshYf5Zx9H8462Zjjkykf,135556183273331
BitokuDHQiAhpUKrwx1VssAAoW5Rst8zB6gpfoaxM3Kh,222967669457749
8TmL4ympgFZJb5xeeEDcT82UAkZRBmZY72qzTMXJR29D,20070729130204
DChRyhfTosLADCyHj1JU69geyrWm4ov2SYyNkqMN9qgp,20605704440807
tYeqa8a29XqdD8xUbL5S1pAaWDt6ADFKCPytqFxPCwL,116193725140294
3WFvZucjXgtpPQNZQxgET3sHAPrEwbnXTpqGjVzcV1Gg,18487640325547
6aiX7kVpUovCpbrLsMzG92qHcyhBrFcviDWHn2VzYYGB,88754084985964
CNRyYnXZjryxNdSUwztdmVFVuQPXvugQ1d2wtRTjjTb3,33088349274150
ABoQemRyVhz3zvzP2C5nUmFfezkqn5KGzKoeMhk6zYzh,21482320224840
ExUKHLfE4hNEsTx1TN4YWxfpzkGv3eVujcVp6Ft26mAP,20175537235451
nymsHergYedT9CJMgtGMvqXUTGcbs5o3MiWTJUbqTGY,232209841842055
SerGoB2ZUyi9A1uBFTRpGxxaaMtrFwbwBpRytHefSWZ,134560890573648
5ZjxMYBbnKd4VFxLjAChSWMTeQ96147HnxZvQJxUseHV,113399758337847
xx6jU8CRzoUCT2RNCoomRqAokWmvgVymxRKtyfvQ4CG,20135052808769
8M2DJQmd7Gka44WQC5Y59qjvfJxzRaekpuy5zXfekG1G,20148166174074
5NiHw5LZn1FiL848XzbEBxuygbNvMJ7CsPvXNC8VmCLN,162957136976175
zeiUD366nfvMkbMn78QzyhWs927JASUb8ftaCNEyjCH,71693351392575
LeDbQ99QT342j9S5YdyXLrsq2Gu3T3dMGajExdAuE3V,80740232065068
9aUUBU9AQvgeL8GqSubinJWJxhcXptj3nmvhVEAme4HT,142018707937537
84Za5eXvehQLZR6Xqhe9WT6tTcCHTVjw3XU7GCbBRNfW,27251441852082
CVvaeDPR2o7P1eawG5c9TPFLzSXAewwPovPmREaEL4Cm,555319691661460
5VrW7YNBccVnhnZVmooCePdLFcs2UjfxRT3hoY9mN8Ec,243912151503016
adramSYKBv1yHoZTub4kepcmF5LybPxwyJcsz4fpfi7,175526667865925
BdoWLiPQSizJiHHS6WKHNW2cFZ4yNyidGcSkzkm1n3oH,20897641565400
7mF8NZJdREuM1uwYcvKffuY9QJBEoHhNp4hZ4NS2fuXW,343579739268769
DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,9900483096223869
DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,11100780350434335
